from_totally_fake_account,total_transactions,average_transaction_amount
79411,165,9.771212121212121
79412,173,12.165028901734106
79500,173,13.74699421965318
79512,122,12.359098360655738
79518,189,8.686666666666666
79531,173,7.949479768786127
79551,212,10.249198113207546
79554,125,15.03896
79591,195,11.545692307692306
79669,177,11.745706214689264
79716,161,12.848571428571429
79841,140,14.143071428571428
79863,210,11.681476190476191
79889,183,10.536557377049181
79891,170,12.000294117647059
79893,186,17.04736559139785
79896,186,11.394247311827957
79910,135,10.917851851851852
79924,200,9.32935
79941,129,17.148294573643412
79963,168,12.845476190476191
79987,131,16.103435114503817
79993,210,11.36352380952381
80065,137,15.044233576642336
80202,191,11.256858638743456
80245,199,10.961658291457287
80250,169,9.974852071005918
80323,193,9.629170984455959
80353,159,8.961320754716981
80414,191,11.195968586387433
80448,160,10.570625
80526,200,9.7431
80536,205,9.445365853658537
80558,123,14.008130081300813
80580,124,13.024193548387096
80590,138,13.915
80592,187,8.343957219251337
80597,140,16.295714285714286
80598,130,13.955
80606,206,10.805679611650485
80626,125,16.96816
80627,130,15.00176923076923
80697,184,13.350380434782608
80711,194,16.932061855670103
80767,182,15.185164835164837
80808,191,17.11083769633508
80869,192,14.809947916666665
80895,162,14.040493827160493
80956,145,12.996689655172414
80963,132,14.258257575757575
80975,176,9.616420454545455
81014,165,9.788666666666668
81055,125,11.31776
81218,212,6.669198113207548
81434,187,10.79096256684492
81451,158,13.810126582278482
81493,224,10.193214285714287
81648,157,13.167133757961786
81705,157,16.19891719745223
81719,181,13.2707182320442
81784,191,13.379214659685863
81785,164,12.419451219512196
81793,179,10.264804469273743
81826,196,10.881581632653061
81901,162,10.015123456790123
81912,156,12.617307692307692
81963,191,8.066282722513089
82181,167,16.736706586826347
82240,197,8.829746192893401
82287,187,9.605882352941176
82362,194,12.592731958762885
82398,204,11.99637254901961
82406,181,7.971933701657459
82454,190,9.323842105263157
82527,158,17.16158227848101
82617,128,12.075390625
82651,150,12.600933333333334
82671,134,14.684626865671643
82707,159,12.991257861635221
82719,187,10.037967914438502
82796,191,9.496439790575916
82802,202,9.606980198019803
82823,141,15.575602836879431
82856,150,15.341866666666665
82861,152,16.174605263157893
82865,134,17.200000000000003
82874,123,15.720487804878047
82887,215,11.458651162790698
82980,168,12.767738095238096
83037,180,11.591444444444445
83041,215,7.9548837209302325
83061,126,14.504285714285714
83068,193,9.897253886010363
83100,146,9.592465753424657
83127,136,13.392426470588234
83164,224,9.107544642857142
83177,146,14.789109589041097
83178,196,16.749030612244898
83210,125,14.56016
83264,127,15.650551181102362
83462,127,14.989685039370078
83481,153,12.225751633986928
83585,159,13.468867924528302
83591,211,10.67080568720379
83719,217,9.110599078341014
83726,170,14.093
83742,225,13.525333333333332
83765,195,13.314666666666668
83810,132,12.095530303030301
83818,164,15.890487804878049
83845,186,12.3702688172043
83870,169,13.674082840236688
83907,210,15.94295238095238
83910,200,13.62795
83981,169,11.102011834319526
83984,155,14.65567741935484
83998,174,9.804597701149426
84041,204,9.626617647058824
84061,141,13.947234042553191
84119,148,12.591621621621622
84132,178,10.50247191011236
84136,158,12.234873417721518
84143,176,11.054261363636364
84162,166,14.240421686746988
84193,148,10.722027027027027
84251,133,13.616917293233083
84262,154,13.729155844155844
84283,212,10.760188679245282
84336,192,13.983802083333332
84358,184,9.382934782608697
84437,203,10.188866995073893
84454,139,16.672446043165465
84484,127,15.104566929133858
84579,214,10.58266355140187
84583,169,13.29698224852071
84594,123,16.998211382113823
84613,162,12.559876543209876
84625,162,9.30111111111111
84632,136,10.314264705882353
84655,125,12.91216
84708,168,13.415833333333333
84763,133,14.478195488721804
84818,172,9.359418604651163
84840,150,12.406933333333333
84863,182,16.09076923076923
84897,175,11.267142857142858
84905,134,13.129701492537315
84961,126,13.959444444444445
84999,131,14.430305343511451
85045,125,13.38944
85062,128,11.408359375
85162,194,8.609742268041236
85179,150,11.4682
85262,132,13.256287878787878
85270,189,14.80984126984127
85278,140,17.007071428571425
85323,132,15.382651515151515
85368,191,11.207329842931937
85378,156,15.104871794871796
85411,177,6.507570621468926
85436,169,16.32378698224852
85492,164,11.02109756097561
85508,122,12.640409836065572
85517,177,11.110734463276836
85529,125,14.40504
85532,162,9.499135802469135
85536,166,11.255060240963855
85545,185,12.61881081081081
85593,238,11.476974789915966
85635,163,9.995889570552146
85684,202,9.994554455445545
85701,199,17.209447236180907
85764,198,10.60010101010101
85767,198,14.607121212121212
85883,164,10.750975609756098
85921,193,12.47181347150259
85983,193,11.764404145077721
86008,163,7.778220858895705
86072,134,15.633731343283582
86073,160,10.6640625
86121,183,10.10191256830601
86156,139,14.154100719424461
86194,225,9.210577777777779
86269,178,13.8061797752809
86320,156,10.34153846153846
86380,155,10.714645161290322
86417,210,8.766285714285713
86440,184,16.154184782608695
86519,156,15.288782051282052
86551,133,13.835263157894737
86554,193,10.364715025906735
86560,126,14.536428571428571
86624,223,11.070582959641257
86693,183,10.909672131147541
86772,176,9.539261363636363
86782,141,13.646808510638298
86881,170,11.631117647058824
86899,196,10.966734693877552
86922,131,12.743358778625954
86965,221,11.209638009049774
86984,136,16.329117647058826
87018,174,14.980862068965518
87025,193,12.44761658031088
87108,194,9.105618556701032
87118,194,10.856907216494845
87207,160,16.1998125
87217,204,9.315098039215686
87264,122,11.255409836065574
87308,185,11.18918918918919
87324,250,8.765600000000001
87369,142,10.965985915492958
87372,186,10.995860215053764
87439,173,11.100693641618497
87486,171,16.22292397660819
87531,125,14.19728
87547,142,15.792464788732396
87549,151,15.125033112582782
87568,194,8.54577319587629
87582,178,14.909943820224719
87599,148,11.795405405405406
87604,150,16.91453333333333
87615,152,14.113684210526317
87617,179,11.019441340782123
87770,128,14.896875
87772,135,12.97925925925926
87821,124,13.988225806451613
87867,128,13.83203125
87926,129,16.36426356589147
87954,126,15.914444444444445
87971,203,9.42142857142857
88014,176,11.270511363636365
88122,181,10.581270718232044
88124,168,15.859404761904763
88151,173,14.589017341040464
88189,167,12.344550898203593
88203,185,15.121243243243242
88244,182,9.617692307692309
88314,161,17.11639751552795
88315,131,14.124961832061068
88350,167,14.582574850299402
88371,179,9.643854748603353
88385,137,13.657883211678833
88389,188,12.33473404255319
88448,128,14.022343750000001
88477,156,13.133589743589745
88555,232,14.082284482758622
88569,183,7.91103825136612
88603,165,11.56660606060606
88673,205,9.294487804878049
88676,177,10.053954802259886
88678,155,12.32858064516129
88697,131,11.998015267175573
88721,205,14.293951219512197
88746,165,15.023151515151516
88821,152,15.589934210526316
88846,143,16.815314685314686
88859,224,11.106250000000001
88860,158,12.038164556962025
88862,202,11.325049504950494
88863,170,15.910529411764706
88876,129,10.682093023255813
88879,125,12.67024
88996,165,9.55121212121212
89061,152,11.812697368421052
89126,129,13.811705426356589
89140,184,14.605434782608697
89294,123,12.799430894308943
89305,124,13.642096774193547
89350,189,10.543650793650794
89451,189,11.631851851851852
89455,170,7.8359411764705875
89517,276,9.222210144927535
89594,124,16.361129032258063
89619,146,14.437739726027397
89698,124,12.308145161290323
89719,126,13.732222222222223
89756,206,9.395582524271845
89770,182,12.340824175824176
89830,129,11.357906976744186
89889,141,9.087375886524823
89967,249,10.2955421686747
89980,165,12.289878787878788
89984,180,11.745055555555556
90028,143,10.984475524475524
90045,187,10.401711229946525
90105,197,10.779340101522843
90176,170,15.22329411764706
90276,189,10.955291005291006
90311,185,8.874594594594594
90357,129,15.342170542635658
90408,198,10.526363636363637
90574,148,13.36
90613,217,8.651290322580644
90620,190,10.058263157894736
90650,135,13.628888888888888
90715,207,11.380724637681158
90745,169,12.07431952662722
90764,178,10.225224719101123
90784,175,10.464514285714285
90817,184,9.764891304347826
90822,131,14.75969465648855
90861,166,10.785
90869,179,9.219999999999999
90877,126,9.407936507936508
90898,145,14.463931034482759
90903,139,11.266906474820143
90916,144,10.170833333333333
90958,198,14.9089898989899
91035,154,9.267142857142858
91096,159,15.544088050314468
91145,166,16.848975903614456
91202,196,12.513673469387754
91268,151,16.18913907284768
91359,135,13.947037037037038
91360,139,10.767410071942447
91387,132,17.179621212121212
91393,158,14.325253164556962
91508,128,13.11484375
91522,180,9.18838888888889
91532,137,12.177007299270073
91593,220,8.489090909090908
91609,128,14.642421875
91625,191,16.64041884816754
91665,136,12.634632352941177
91684,192,9.595520833333333
91686,136,14.877132352941176
91719,184,16.18282608695652
91741,168,9.62720238095238
91760,195,10.939589743589742
91761,170,13.40629411764706
91906,172,14.49046511627907
92061,167,14.906766467065868
92165,133,14.772556390977444
92174,186,15.626451612903226
92237,156,13.37544871794872
92283,228,11.388245614035087
92296,180,7.840944444444445
92346,138,15.23123188405797
92351,213,7.944553990610329
92396,181,11.704806629834255
92399,134,15.608955223880596
92415,191,14.099005235602094
92463,186,13.896612903225806
92498,166,16.004518072289155
92506,167,13.387185628742515
92524,134,13.402985074626866
92540,168,10.863988095238096
92601,184,12.79771739130435
92635,167,12.925449101796408
92692,157,12.642229299363057
92693,123,13.303333333333333
92710,179,12.439776536312849
92775,160,13.397375
92785,166,12.927289156626506
92813,180,11.50411111111111
92830,144,14.159513888888888
92882,143,16.034335664335664
92892,179,7.283966480446927
92920,227,13.914140969162995
92936,179,13.866759776536313
92959,200,6.3382000000000005
92970,138,12.40717391304348
92973,186,12.71752688172043
93012,132,12.930833333333332
93025,148,15.589729729729731
93083,205,15.124243902439026
93187,156,13.587628205128206
93372,264,11.106363636363636
93399,166,10.113554216867469
93407,124,15.175241935483871
93458,161,12.54136645962733
93528,163,15.770061349693252
93530,246,12.1190243902439
93588,145,8.255655172413793
93614,160,11.93425
93656,122,16.147540983606557
93678,188,10.007765957446809
93680,194,15.805309278350515
93765,154,11.815779220779222
93787,162,14.264938271604938
93790,125,14.36776
93841,132,12.452575757575758
93850,143,15.471048951048951
93862,123,15.648130081300813
93866,154,12.274545454545454
93867,165,14.381333333333334
93871,196,12.095765306122448
93952,154,12.857792207792206
94012,199,13.655879396984924
94025,173,13.69728323699422
94090,179,11.113798882681564
94142,154,16.889675324675327
94318,202,9.437178217821781
94357,187,12.063796791443849
94358,163,12.426134969325153
94388,140,10.440285714285714
94394,194,13.911288659793815
94432,149,9.439395973154362
94532,155,11.921677419354838
94535,142,13.509154929577464
94547,133,16.304812030075187
94666,173,15.149190751445087
94708,142,16.471830985915492
94744,178,12.785449438202248
94829,201,9.244328358208955
94833,177,8.823050847457628
94835,158,16.103924050632912
94879,200,13.454600000000001
94958,186,16.741344086021506
94975,131,15.012213740458014
95000,173,13.168786127167628
95011,138,15.61695652173913
95039,148,12.028513513513513
95132,186,16.05747311827957
95139,166,16.9605421686747
95294,173,9.43878612716763
95299,125,11.99968
95330,148,9.99831081081081
95414,155,14.560774193548388
95429,123,17.26487804878049
95445,208,11.506057692307694
95463,147,11.915782312925169
95478,124,16.725483870967743
95497,129,15.324573643410853
95503,138,14.027028985507247
95511,165,11.270242424242424
95518,143,13.806223776223776
95556,134,13.708208955223881
95559,151,14.849933774834438
95627,168,12.158690476190477
95633,194,14.02298969072165
95719,179,13.029497206703908
95744,147,16.10938775510204
95754,222,14.737702702702702
95828,136,14.24485294117647
95862,136,16.748455882352943
95882,175,10.404571428571428
95906,181,8.35364640883978
95949,160,11.821124999999999
95957,172,14.650697674418605
95970,185,13.717027027027028
96019,123,13.40910569105691
96085,138,12.930289855072465
96107,196,10.926173469387756
96218,200,12.7126
96219,138,16.2468115942029
96262,155,16.40141935483871
96273,141,13.124468085106383
96340,143,12.344755244755245
96342,231,13.10935064935065
96360,213,10.081971830985916
96425,159,15.148050314465408
96436,204,9.404509803921568
96498,180,10.469166666666666
96560,158,16.063734177215192
96595,135,14.108518518518519
96602,184,10.914619565217391
96627,140,13.58007142857143
96653,141,13.573049645390071
96660,162,12.031172839506173
96759,189,16.175396825396827
96808,166,17.208614457831327
96852,229,12.465982532751092
96861,228,11.756359649122807
96870,182,13.180439560439561
96916,188,15.67537234042553
96921,147,12.45204081632653
96923,188,11.265212765957447
96941,123,15.152439024390244
97033,312,12.32147435897436
97163,125,16.71784
97250,154,15.027467532467533
97275,186,10.758333333333333
97301,126,9.89777777777778
97337,178,9.637752808988765
97381,169,10.796923076923077
97460,153,15.518169934640524
97530,136,14.157426470588236
97632,163,12.06674846625767
97649,150,12.6718
97747,220,11.929363636363636
97786,160,13.519749999999998
97791,131,13.773435114503817
97803,123,16.089837398373984
97810,170,12.366117647058822
97831,164,9.795487804878048
97833,175,10.300628571428572
97886,159,17.246666666666666
97898,137,12.907810218978103
97914,169,12.852307692307692
97923,162,8.77432098765432
97940,202,10.656980198019802
97979,166,15.811987951807229
98064,177,10.871864406779661
98099,144,15.07826388888889
98119,132,15.583636363636364
98171,124,17.188790322580648
98187,206,10.403252427184468
98225,162,10.203950617283951
98238,172,12.451162790697675
98245,219,14.887945205479452
98271,152,12.038684210526316
98305,243,16.909300411522633
98336,132,11.573636363636364
98354,145,13.833517241379312
98363,196,12.971785714285716
98468,171,16.989473684210527
98491,214,9.105280373831775
98502,135,15.963629629629631
98522,157,9.770764331210192
98543,164,11.163170731707318
98552,183,17.141366120218578
98569,173,16.78156069364162
98606,128,16.2215625
98626,240,11.664708333333333
98634,177,10.66593220338983
98646,235,8.911404255319148
98674,165,12.827333333333332
98722,206,12.774320388349516
98751,169,9.828343195266273
98761,176,10.840511363636365
98762,131,16.689312977099238
98783,196,13.73015306122449
98847,144,12.562083333333334
98898,149,15.965771812080538
98987,136,13.844117647058823
99007,176,8.621704545454547
99012,197,8.986700507614215
99057,246,11.558943089430894
99059,169,10.609467455621301
99182,168,11.538154761904762
99238,209,12.798755980861245
99275,125,15.789280000000002
99288,167,9.855449101796408
99335,141,13.19808510638298
99339,185,13.425621621621621
99351,189,9.41904761904762
99363,199,7.871859296482412
99365,130,16.12930769230769
99368,128,15.73484375
99410,128,14.589296875
99447,161,13.506770186335405
99569,122,15.342622950819672
99666,161,14.127018633540372
99691,149,14.27234899328859
99693,137,16.395474452554744
99799,172,11.78889534883721
99807,154,14.640909090909089
99814,160,14.659375
99884,133,13.668120300751879
99895,136,13.662279411764706
99939,136,13.86235294117647
100000,178,12.765224719101123
100002,145,16.26462068965517
100060,129,13.583333333333334
100086,145,14.454413793103447
100098,194,15.611494845360825
100115,156,12.537564102564103
100120,137,14.802919708029197
100126,155,13.49548387096774
100155,174,8.902413793103449
100159,158,11.764177215189873
100198,153,14.472679738562093
100224,185,8.72545945945946
100233,170,12.752470588235294
100282,129,14.196124031007752
100324,127,10.433385826771653
100338,177,15.849943502824859
100348,178,10.466460674157304
100376,199,13.200201005025127
100466,195,15.796051282051282
100478,129,10.537596899224805
100493,172,15.09313953488372
100537,195,11.234461538461538
100583,147,10.80748299319728
100614,137,15.030145985401461
100621,175,9.068285714285715
100688,195,15.378666666666668
100690,209,9.635454545454545
100694,223,10.793856502242152
100818,131,17.227251908396948
100827,166,11.00156626506024
100859,140,12.857642857142856
100931,170,12.577058823529411
100947,146,13.899246575342465
100988,170,11.834411764705884
