from_totally_fake_account,min_transaction_amount,max_transaction_amount
61001,1.45,1815.0
61005,1.45,1275.0
61086,1.8,1475.0
61106,1.45,1450.0
61127,1.45,1990.0
61152,1.5,537.5
61158,2.2,505.0
61165,1.45,1545.0
61166,1.45,1690.0
61195,1.45,443.33
61222,1.8,1425.0
61250,1.45,1580.0
61275,1.45,1540.0
61307,1.45,1675.0
61320,1.45,655.0
61341,1.45,1385.0
61344,1.45,578.33
61389,2.0,1445.0
61409,1.45,523.33
61422,1.45,1175.0
61459,1.45,1510.0
61497,1.45,473.75
61506,1.45,1940.0
61558,1.45,472.5
61560,1.45,582.5
61572,1.45,1535.0
61584,1.45,1355.0
61604,1.45,1665.0
61643,1.45,1620.0
61656,1.45,1540.0
61666,1.5,885.0
61713,2.45,970.0
61744,1.45,1590.0
61756,1.45,1695.0
61767,1.8,1680.0
61819,1.45,602.5
61832,1.45,1740.0
61871,1.45,1925.0
61897,1.45,475.0
61981,1.45,865.0
62014,1.45,578.33
62021,1.45,1275.0
62036,3.0,865.0
62047,1.8,491.25
62073,1.45,800.0
62078,1.45,1810.0
62093,1.45,882.5
62099,1.45,453.33
62116,1.8,767.5
62122,1.45,1765.0
62124,1.45,611.67
62183,1.45,1510.0
62213,5.0,1680.0
62214,1.45,1290.0
62232,1.45,513.33
62274,1.45,450.0
62328,1.45,615.0
62338,1.45,558.33
62377,1.45,1880.0
62406,1.8,860.0
62407,1.45,1440.0
62417,1.45,568.33
62423,1.45,1670.0
62429,1.45,1480.0
62456,1.45,1325.0
62458,1.45,1560.0
62485,1.45,1585.0
62524,1.45,980.0
62541,1.45,1225.0
62615,1.45,1120.0
62639,1.45,1765.0
62702,1.45,575.0
62707,1.45,1565.0
62746,1.45,1965.0
62765,1.45,615.0
62768,1.45,1965.0
62786,1.45,1285.0
62841,1.45,1395.0
62863,1.45,650.0
62876,1.45,1785.0
62884,1.45,1630.0
62885,1.45,1725.0
62907,1.45,608.33
62909,1.45,1770.0
62917,3.0,661.67
62923,1.45,571.67
62936,1.8,1685.0
62966,1.45,865.0
62970,1.45,790.0
62987,3.0,570.0
62989,1.45,935.0
62995,1.45,970.0
62998,1.45,1870.0
63045,1.45,862.5
63048,1.45,1925.0
63060,1.8,1630.0
63083,4.5,443.33
63111,1.8,480.0
63150,1.45,645.0
63157,1.45,1765.0
63232,1.45,1835.0
63258,1.45,1405.0
63273,1.45,1585.0
63284,1.45,1385.0
63292,1.8,1440.0
63335,1.45,1010.0
63374,1.45,1975.0
63380,1.45,800.0
63422,1.45,1625.0
63430,1.45,1340.0
63446,1.45,1765.0
63471,1.8,1210.0
63497,1.45,1730.0
63507,1.45,638.33
63515,2.15,1765.0
63529,1.8,1065.0
63569,2.0,717.5
63605,1.45,532.5
63614,1.45,1650.0
63625,1.8,1605.0
63665,1.45,627.5
63676,1.45,1860.0
63715,1.45,1625.0
63721,1.45,653.33
63738,1.45,970.0
63812,4.5,1695.0
63821,1.45,1055.0
63849,1.8,1540.0
63862,1.45,486.67
63865,1.8,1415.0
63890,1.45,1975.0
63898,1.8,827.5
63909,1.45,568.33
63918,1.45,541.67
63924,1.45,472.5
63945,1.45,460.0
63967,1.45,1145.0
64000,1.45,1645.0
64096,1.45,550.0
64099,1.45,495.0
64147,1.45,1550.0
64188,1.45,650.0
64192,1.45,875.0
64198,1.45,1085.0
64200,1.45,1375.0
64208,1.8,1780.0
64218,2.2,1515.0
64225,1.45,615.0
64268,1.45,1740.0
64272,1.45,1975.0
64304,1.8,522.5
64314,1.45,536.67
64327,1.45,448.75
64354,2.4,588.33
64384,1.45,1195.0
64406,1.45,1520.0
64472,1.8,1215.0
64476,1.45,1765.0
64528,1.45,453.75
64573,1.45,1095.0
64581,1.45,625.0
64583,1.5,852.5
64605,1.8,566.67
64619,1.45,812.5
64627,1.45,498.33
64653,1.45,1950.0
64658,1.45,890.0
64691,1.45,860.0
64715,1.45,1460.0
64738,1.8,1595.0
64761,1.45,631.67
64772,1.45,1075.0
64781,1.45,598.33
64800,1.95,1660.0
64884,1.8,455.0
64890,1.8,476.67
64930,1.45,445.0
64959,1.8,702.5
64966,3.5,690.0
64983,1.45,1225.0
64993,1.45,1320.0
64994,2.15,1110.0
65002,1.45,1215.0
65010,1.45,1495.0
65012,1.45,890.0
65044,1.95,1520.0
65063,1.45,940.0
65081,1.45,1895.0
65108,1.45,1320.0
65112,2.45,1770.0
65133,1.45,895.0
65178,1.45,840.0
65219,3.5,1935.0
65280,1.45,1115.0
65294,2.2,860.0
65342,2.45,970.0
65350,1.45,552.5
65396,1.45,1680.0
65400,1.8,1625.0
65456,1.8,877.5
65471,1.45,542.5
65491,1.45,483.33
65499,1.45,481.25
65522,1.45,1045.0
65526,1.45,583.33
65538,1.45,493.75
65578,2.25,441.25
65581,1.45,710.0
65612,1.45,485.0
65639,1.45,950.0
65643,1.45,1755.0
65669,1.45,578.33
65732,1.45,1105.0
65744,1.45,618.33
65757,1.45,1470.0
65781,1.45,542.5
65802,1.45,1670.0
65826,2.2,960.0
65861,1.45,1770.0
65897,2.25,942.5
65913,1.45,656.67
65917,1.45,473.33
65960,1.45,443.75
65978,1.45,1570.0
66029,1.45,1510.0
66049,1.45,1695.0
66054,2.2,513.33
66064,3.0,505.0
66097,1.45,541.67
66106,1.45,1470.0
66113,1.45,1010.0
66154,1.45,1710.0
66172,1.45,1475.0
66182,1.45,955.0
66183,1.8,1750.0
66196,1.45,481.25
66203,1.45,1750.0
66232,2.55,1420.0
66237,1.95,460.0
66244,1.45,1380.0
66261,1.45,593.33
66294,1.45,1665.0
66315,2.55,1080.0
66383,1.95,1495.0
66418,1.45,1000.0
66433,1.45,865.0
66456,1.45,1145.0
66539,1.8,1555.0
66566,1.8,520.0
66623,1.45,466.25
66627,1.45,750.0
66635,1.45,1470.0
66642,1.45,523.33
66657,1.8,528.33
66715,1.5,1730.0
66742,1.45,650.0
66759,1.45,922.5
66799,1.45,870.0
66817,1.45,470.0
66859,1.45,915.0
66869,1.45,1730.0
66886,1.45,1050.0
66892,1.45,1380.0
66898,1.45,1875.0
66899,1.8,442.5
66905,1.45,1855.0
66941,1.45,865.0
66944,1.45,1040.0
66949,1.45,1475.0
66956,1.45,1345.0
66973,1.45,485.0
66986,1.45,1840.0
67016,2.0,470.0
67017,1.45,1245.0
67098,1.45,615.0
67120,2.15,1230.0
67152,1.8,490.0
67182,1.45,1055.0
67215,1.95,1785.0
67244,1.45,995.0
67259,2.4,1935.0
67297,1.45,1250.0
67308,1.45,623.33
67349,1.8,548.33
67370,1.45,1020.0
67371,1.45,476.67
67382,1.45,626.67
67440,1.45,530.0
67457,1.45,925.0
67515,1.45,640.0
67574,1.95,630.0
67579,1.45,1990.0
67584,1.45,591.67
67599,1.45,1505.0
67603,1.45,587.5
67627,1.45,496.67
67640,1.45,468.33
67652,1.45,535.0
67693,2.65,1165.0
67695,1.45,1640.0
67779,1.45,1890.0
67809,1.45,1040.0
67840,1.45,1650.0
67853,1.45,1205.0
67873,2.65,491.25
67943,1.45,556.67
67946,2.15,1375.0
67954,1.45,583.33
67966,1.8,1645.0
67977,1.45,925.0
68018,1.45,990.0
68033,2.25,987.5
68061,1.45,626.67
68108,1.45,930.0
68134,2.4,1345.0
68137,1.8,700.0
68161,1.8,450.0
68163,1.45,1010.0
68198,1.45,920.0
68230,1.8,1860.0
68275,1.45,555.0
68276,1.45,767.5
68337,1.45,1300.0
68360,1.45,576.67
68378,1.45,905.0
68429,1.45,1495.0
68455,1.8,995.0
68493,1.45,1875.0
68501,1.45,1520.0
68511,1.45,1085.0
68562,2.2,1315.0
68563,1.95,1915.0
68580,1.45,453.75
68609,1.8,490.0
68656,1.45,618.33
68657,1.45,1625.0
68704,2.65,647.5
68705,1.45,592.5
68720,1.45,638.33
68749,1.8,980.0
68829,1.45,1320.0
68848,2.4,577.5
68855,1.45,935.0
68873,1.45,880.0
68890,1.45,1655.0
68934,1.45,491.25
68957,1.45,1175.0
68979,1.45,511.67
69072,1.45,935.0
69096,1.45,1185.0
69176,1.8,1245.0
69228,1.45,925.0
69286,1.45,490.0
69330,1.45,483.75
69340,1.45,620.0
69361,1.8,647.5
69367,1.45,456.25
69398,1.45,1455.0
69411,1.45,1415.0
69449,3.0,586.67
69499,1.45,1210.0
69523,1.45,920.0
69547,1.45,1655.0
69549,1.45,498.75
69564,1.45,461.25
69617,1.45,865.0
69635,1.8,1040.0
69652,2.4,1250.0
69680,1.45,1145.0
69683,1.45,1685.0
69711,1.45,1610.0
69744,1.45,895.0
69769,1.45,1900.0
69773,1.5,1935.0
69794,4.0,463.75
69854,3.0,905.0
69872,1.45,895.0
69891,1.8,542.5
69924,1.45,1295.0
69959,1.95,1765.0
70013,1.45,1730.0
70046,1.45,1505.0
70088,1.45,575.0
70146,1.45,495.0
70152,1.45,792.5
70154,1.45,960.0
70158,1.45,1835.0
70164,1.45,935.0
70238,1.45,616.67
70248,1.45,1380.0
70299,1.45,505.0
70342,1.45,1530.0
70391,2.15,1765.0
70452,1.45,1490.0
70476,1.45,1810.0
70484,2.25,1245.0
70489,1.45,546.67
70539,1.45,1855.0
70629,1.45,1105.0
70643,1.45,1720.0
70709,1.45,653.33
70850,1.45,640.0
70875,1.45,1695.0
70887,1.45,1915.0
70923,1.95,1560.0
70939,1.45,1120.0
70969,2.4,1365.0
70985,1.45,1550.0
70993,1.45,1945.0
71000,1.5,576.67
71001,1.5,455.0
71006,1.45,1915.0
71037,1.45,601.67
71049,1.45,451.25
71056,1.5,1085.0
71150,1.45,1965.0
71201,1.45,1205.0
71204,1.45,608.33
71252,1.45,1995.0
71257,1.45,1625.0
71296,1.45,817.5
71317,1.45,450.0
71412,1.45,980.0
71431,1.45,1245.0
71496,1.45,471.67
71499,1.45,626.67
71531,1.45,1020.0
71556,1.45,1695.0
71564,1.45,1520.0
71571,1.45,482.5
71625,1.45,1520.0
71627,1.45,490.0
71631,1.45,638.33
71647,1.45,820.0
71684,2.15,1055.0
71690,1.45,965.0
71696,1.45,1510.0
71699,1.45,445.0
71710,2.55,1840.0
71740,1.45,855.0
71752,1.8,493.33
71763,1.45,1100.0
71788,1.45,1255.0
71805,1.45,560.0
71809,1.45,575.0
71812,1.45,977.5
71814,1.45,982.5
71859,1.45,460.0
71928,1.45,1600.0
71988,1.45,445.0
72034,1.45,1735.0
72112,1.45,892.5
72121,1.95,1640.0
72137,2.25,602.5
72151,3.0,1160.0
72167,1.45,480.0
72174,1.45,1100.0
72182,1.45,1430.0
72198,1.45,486.67
72206,1.45,622.5
72253,1.8,1120.0
72272,1.45,445.0
72283,1.45,1635.0
72295,1.45,495.0
72302,3.5,1985.0
72306,1.45,852.5
72323,1.45,1095.0
72347,1.45,493.75
72352,1.95,492.5
72374,1.8,900.0
72470,1.45,980.0
72491,1.45,536.67
72532,2.15,810.0
72541,1.45,1855.0
72576,1.45,630.0
72587,1.45,471.25
72614,1.45,1105.0
72700,1.8,593.33
72720,1.45,1465.0
72723,1.5,470.0
72725,1.45,647.5
72745,1.8,528.33
72758,1.45,885.0
72789,1.45,760.0
72818,4.5,845.0
72888,1.45,456.67
72909,1.45,1015.0
72920,1.8,463.33
72931,1.45,1450.0
72946,1.5,1670.0
72951,2.4,870.0
72960,1.45,1270.0
72966,1.45,1235.0
72984,1.45,442.5
72995,1.45,1205.0
73017,1.45,462.5
73027,1.45,1480.0
73077,1.45,1295.0
73146,1.45,570.0
73155,1.45,530.0
73171,1.45,662.5
73281,4.5,636.67
73285,3.5,732.5
73293,1.45,641.67
73344,1.45,493.75
73353,1.45,1365.0
73362,1.95,1040.0
73393,3.5,1975.0
73435,2.0,1035.0
73456,1.45,568.33
73468,2.2,1755.0
73474,1.45,815.0
73487,2.2,1900.0
73526,1.45,455.0
73575,1.45,1560.0
73612,1.45,1725.0
73615,1.45,1460.0
73639,1.45,1330.0
73668,1.45,1605.0
73672,1.8,1690.0
73708,1.45,1890.0
73735,1.45,490.0
73744,1.45,663.33
73788,1.45,477.5
73821,1.45,1860.0
73837,1.45,885.0
73842,1.45,1175.0
73846,1.45,1215.0
73878,1.8,458.33
73880,1.45,493.75
73895,1.45,1175.0
73907,1.45,1720.0
73908,1.95,1355.0
74045,1.8,541.67
74051,1.45,631.67
74075,1.45,922.5
74077,1.45,645.0
74092,2.0,498.33
74119,1.45,463.33
74130,1.45,1190.0
74134,1.5,1580.0
74155,2.15,1905.0
74169,1.45,1285.0
74182,1.45,487.5
74218,1.45,985.0
74240,1.45,1475.0
74265,1.45,1930.0
74280,2.4,1625.0
74308,1.45,1855.0
74312,1.45,965.0
74339,2.45,950.0
74361,1.45,1770.0
74400,2.0,468.75
74408,1.45,1485.0
74438,1.45,910.0
74456,1.45,852.5
74469,1.45,640.0
74519,1.45,1830.0
74520,1.45,1620.0
74531,1.45,967.5
74536,1.45,860.0
74550,1.45,1760.0
74577,1.45,840.0
74600,2.0,1640.0
74604,1.45,581.67
74619,1.45,1190.0
74627,1.45,1010.0
74632,1.45,1395.0
74676,1.45,910.0
74694,1.45,822.5
74700,1.45,473.75
74725,2.4,452.5
74767,1.45,1170.0
74804,1.45,965.0
74841,1.45,456.67
74847,1.8,1600.0
74851,1.8,1650.0
74881,2.4,1010.0
74973,1.45,1315.0
75016,1.45,1275.0
75079,1.45,1885.0
75114,1.45,1680.0
75163,1.45,900.0
75170,1.45,1465.0
75182,1.8,697.5
75207,1.5,812.5
75213,1.45,1485.0
75231,1.45,1810.0
75250,1.45,840.0
75254,1.45,1090.0
75286,1.45,1200.0
75319,1.45,1295.0
75338,1.45,1965.0
75345,1.45,945.0
75362,1.8,865.0
75374,1.45,780.0
75379,1.45,443.75
75381,1.45,835.0
75396,1.45,1930.0
75429,1.45,1070.0
75435,3.0,475.0
75448,1.45,1225.0
75477,2.15,1285.0
75537,2.4,1790.0
75552,1.45,1970.0
75603,1.45,1380.0
75665,1.45,1970.0
75669,1.95,1010.0
75708,1.45,1880.0
75715,1.45,616.67
75748,1.45,453.75
75771,1.45,617.5
75816,1.45,450.0
75823,1.45,660.0
75829,1.45,1605.0
75833,1.8,1750.0
75836,1.45,1735.0
75841,1.8,496.67
75846,1.45,1270.0
75857,1.45,556.67
75868,1.45,755.0
75893,1.95,461.67
75904,1.45,1250.0
75908,1.45,463.75
75924,1.45,807.5
75944,1.8,1815.0
76022,1.45,1995.0
76062,1.45,855.0
76065,1.95,1185.0
76086,1.95,530.0
76093,1.45,443.75
76112,1.45,1730.0
76131,1.45,645.0
76149,1.45,715.0
76152,1.45,895.0
76235,1.45,1775.0
76328,1.45,1775.0
76369,1.45,1735.0
76393,1.45,1875.0
76402,1.45,665.0
76468,1.45,1890.0
76492,1.45,493.33
76498,1.45,628.33
76546,1.45,895.0
76569,1.45,1525.0
76581,1.45,892.5
76584,1.95,556.67
76607,2.4,1845.0
76654,1.45,465.0
76665,1.45,1295.0
76687,1.45,1445.0
76710,1.45,570.0
76734,2.4,1665.0
76760,1.45,1830.0
76804,2.45,492.5
76808,1.95,566.67
76812,1.45,815.0
76839,1.8,1470.0
76856,1.45,1975.0
76898,1.45,1215.0
76906,2.15,875.0
76930,1.5,1390.0
76946,1.45,493.75
76993,2.4,1950.0
77063,1.45,630.0
77064,1.45,1025.0
77120,1.45,1865.0
77159,1.45,1705.0
77183,1.45,591.67
77195,1.45,1950.0
77214,1.45,453.33
77217,1.45,1655.0
77237,1.45,521.67
77243,1.45,990.0
77273,1.45,950.0
77301,1.45,727.5
77357,1.95,1130.0
77363,1.45,521.67
77380,1.45,487.5
77395,1.45,1290.0
77407,2.25,471.67
77410,1.45,927.5
77446,1.45,1615.0
77479,1.45,1960.0
77512,1.45,1545.0
77527,1.45,1310.0
77557,2.0,1700.0
77560,1.45,1475.0
77620,3.0,1065.0
77638,1.45,680.0
77687,1.5,1085.0
77699,1.45,1540.0
77761,1.45,1780.0
77763,1.45,635.0
77787,1.8,1575.0
77832,2.65,1925.0
77922,1.45,1780.0
77948,1.45,1850.0
77974,2.55,623.33
77993,1.45,1550.0
78000,1.45,573.33
78017,1.45,965.0
78055,1.45,1600.0
78057,1.45,1340.0
78062,1.45,448.75
78092,1.45,815.0
78093,2.25,815.0
78177,1.45,870.0
78198,1.45,553.33
78223,1.45,1400.0
78258,1.45,1285.0
78273,1.8,1885.0
78306,1.45,500.0
78345,2.4,1570.0
78360,1.45,1285.0
78415,1.45,840.0
78418,1.45,855.0
78422,1.45,487.5
78440,4.5,1650.0
78458,1.45,1500.0
78468,1.45,925.0
78472,1.45,615.0
78509,1.45,1020.0
78548,1.45,460.0
78568,1.8,1895.0
78589,1.45,650.0
78603,1.5,1735.0
78628,1.45,512.5
78647,1.45,1240.0
78671,2.25,1600.0
78780,1.45,483.75
78790,1.45,1285.0
78804,1.45,1605.0
78886,1.8,997.5
78904,1.45,1000.0
78963,1.95,1605.0
78974,1.45,581.67
78988,1.45,1365.0
78993,2.4,875.0
79064,1.8,860.0
79091,1.45,1245.0
79121,1.45,445.0
79123,1.95,740.0
79147,1.45,462.5
79161,1.45,975.0
79174,1.45,1815.0
79175,2.2,441.67
79196,1.45,1530.0
79273,1.45,1685.0
79283,1.45,1310.0
79384,1.45,1930.0
79386,1.45,656.67
79391,1.45,471.25
79480,1.8,1080.0
79497,1.45,892.5
79500,1.45,780.0
79510,1.45,1770.0
79546,1.45,1250.0
79656,2.65,1655.0
79669,1.45,930.0
79674,1.45,1705.0
79677,1.45,1440.0
79698,1.95,1380.0
79716,1.95,500.0
79739,1.45,910.0
79779,1.8,1085.0
79829,1.45,1670.0
79841,1.45,656.67
79893,1.45,1720.0
79895,2.25,1520.0
79941,1.45,486.67
79963,1.45,820.0
79971,1.45,1960.0
79999,1.45,1540.0
80005,2.65,775.0
80006,1.45,1645.0
80064,2.55,1795.0
80073,1.45,845.0
80080,1.45,1145.0
80083,1.45,475.0
80106,1.45,1550.0
80140,1.95,890.0
80144,1.45,1555.0
80150,1.8,960.0
80186,1.45,1710.0
80211,1.45,558.33
80245,1.45,457.5
80252,1.45,1570.0
80336,1.45,1950.0
80424,1.45,1310.0
80438,2.2,1045.0
80477,1.45,1340.0
80494,2.25,920.0
80507,1.45,468.75
80508,1.45,633.33
80512,1.45,857.5
80590,1.45,560.0
80626,1.45,573.33
80627,1.45,456.67
80632,1.5,1090.0
80638,1.45,1800.0
80658,1.8,491.67
80661,1.8,576.67
80695,1.45,1030.0
80697,1.45,1215.0
80711,1.45,1600.0
80752,1.45,945.0
80763,1.8,587.5
80767,1.45,1070.0
80772,1.45,647.5
80785,1.45,505.0
80792,1.45,975.0
80801,3.0,927.5
80808,1.45,1540.0
80816,1.45,792.5
80844,1.45,1780.0
80850,1.45,1105.0
80884,1.45,1675.0
80917,1.45,493.75
80985,1.45,1670.0
81026,1.45,633.33
81185,1.45,1585.0
81219,1.45,1240.0
81220,1.45,1955.0
81295,1.45,1465.0
81302,1.45,860.0
81309,1.5,1305.0
81375,1.45,960.0
81385,1.45,972.5
81404,1.45,1595.0
81434,1.45,632.5
81455,2.25,503.33
81480,1.45,997.5
81487,1.8,1410.0
81497,1.45,1650.0
81540,1.45,855.0
81568,1.45,1740.0
81590,1.45,860.0
81593,1.45,1505.0
81637,1.45,651.67
81649,1.45,677.5
81652,1.45,460.0
81676,1.8,498.75
81687,1.45,443.75
81705,1.45,1425.0
81729,1.45,1395.0
81738,1.45,497.5
81825,1.45,576.67
81835,1.45,451.67
81845,1.45,885.0
81861,3.0,505.0
81897,1.45,1500.0
81912,1.45,576.67
81918,1.45,1715.0
81956,1.5,1350.0
82015,1.45,603.33
82019,1.45,930.0
82073,1.45,985.0
82104,1.45,1530.0
82112,2.45,445.0
82199,1.45,1790.0
82224,1.45,1930.0
82267,2.2,456.25
82313,1.45,1090.0
82341,1.45,500.0
82399,1.95,1915.0
82427,2.2,1715.0
82447,1.95,835.0
82452,4.5,1290.0
82519,1.45,608.33
82527,1.45,1195.0
82585,4.5,1310.0
82639,1.45,827.5
82647,1.5,465.0
82652,1.45,1415.0
82687,1.45,760.0
82704,1.45,1995.0
82706,1.45,770.0
82725,1.8,975.0
82744,1.45,636.67
82765,1.45,468.75
82767,1.45,1090.0
82780,1.45,1665.0
82823,1.45,463.75
82829,1.45,1950.0
82853,1.45,1440.0
82861,1.45,633.33
82862,1.45,1945.0
82865,1.45,481.67
82874,1.5,442.5
82886,1.45,452.5
82909,1.8,1830.0
82931,1.45,1120.0
82953,1.45,1980.0
82958,1.45,1775.0
83036,1.45,1990.0
83050,1.45,588.33
83061,2.0,470.0
83067,1.45,1195.0
83177,1.45,845.0
83178,1.45,603.33
83210,1.45,471.67
83215,1.8,560.0
83222,1.45,1760.0
83236,1.45,887.5
83295,2.4,520.0
83304,1.45,830.0
83325,1.45,865.0
83427,1.45,1035.0
83454,1.45,980.0
83457,1.45,820.0
83493,2.65,1415.0
83533,1.5,1010.0
83551,1.5,640.0
83574,1.45,1540.0
83578,2.4,1495.0
83601,1.8,641.67
83681,1.45,1160.0
83726,1.45,1035.0
83741,1.45,653.33
83742,1.45,1190.0
83765,1.45,905.0
83788,1.8,1745.0
83789,1.45,840.0
83810,1.45,453.75
83818,1.45,920.0
83845,1.45,900.0
83907,1.45,877.5
83908,1.45,1625.0
83910,1.45,765.0
83928,1.95,1930.0
83934,3.0,1520.0
83935,1.8,915.0
83982,1.45,590.0
83985,1.45,1095.0
84000,1.45,1475.0
84051,1.45,1245.0
84128,1.45,1120.0
84136,1.45,572.5
84138,1.45,1780.0
84143,1.45,710.0
84151,1.45,1850.0
84169,1.8,1925.0
84189,1.45,1940.0
84192,1.45,1855.0
84224,1.45,1210.0
84298,1.45,1570.0
84302,1.8,1970.0
84316,1.45,1890.0
84326,1.45,1650.0
84363,1.45,455.0
84377,1.45,1975.0
84484,1.45,577.5
84496,1.45,1120.0
84498,1.8,1440.0
84504,1.45,900.0
84594,1.45,925.0
84658,1.45,1670.0
84702,1.45,1750.0
84757,2.2,1465.0
84763,1.45,482.5
84766,1.45,1770.0
84779,1.45,1140.0
84786,1.8,1640.0
84803,3.0,1670.0
84863,1.45,1285.0
84893,1.45,585.0
84895,1.45,1600.0
84897,1.45,495.0
84926,1.45,1390.0
84931,1.45,1355.0
84946,1.45,1840.0
84959,1.45,885.0
85079,1.45,720.0
85119,1.95,802.5
85144,1.95,1505.0
85153,1.45,650.0
85170,1.45,1845.0
85199,1.45,1020.0
85247,1.45,1515.0
85270,1.45,640.0
85311,1.8,1510.0
85314,1.45,657.5
85345,1.8,560.0
85391,1.45,510.0
85436,1.45,970.0
85457,1.45,1730.0
85477,2.55,680.0
85519,1.95,835.0
85568,1.8,1520.0
85593,1.45,892.5
85642,3.5,1290.0
85664,1.45,840.0
85691,1.45,470.0
85701,1.45,1580.0
85767,1.45,820.0
85774,1.45,618.33
85824,2.65,980.0
85885,1.45,596.67
85898,2.4,1990.0
85945,1.45,595.0
85958,2.4,890.0
85983,1.45,491.25
85984,1.45,1320.0
86161,1.45,1580.0
86178,1.5,1215.0
86194,1.45,456.25
86199,1.45,1755.0
86203,1.5,480.0
86266,1.45,1155.0
86267,2.45,1215.0
86269,1.45,860.0
86272,1.45,1525.0
86294,1.45,1105.0
86355,1.45,585.0
86440,1.45,1580.0
86448,1.45,1740.0
86458,3.0,495.0
86539,1.45,1745.0
86554,1.45,450.0
86558,1.45,580.0
86583,2.0,1100.0
86637,2.55,1190.0
86710,1.45,1035.0
86819,1.45,1745.0
86926,1.45,1670.0
86927,1.45,1855.0
86933,3.0,457.5
86965,1.45,496.25
86967,1.45,1785.0
86984,1.45,485.0
87006,1.45,1570.0
87017,1.95,1740.0
87018,1.45,1395.0
87025,1.45,1090.0
87036,1.45,1760.0
87048,1.45,1720.0
87061,1.45,1985.0
87068,1.45,905.0
87080,1.45,1135.0
87087,1.95,875.0
87098,1.45,585.0
87118,1.45,596.67
87175,1.45,1785.0
87207,1.95,1060.0
87218,1.45,483.33
87226,1.8,1785.0
87263,1.45,1970.0
87271,1.45,1225.0
87273,1.5,625.0
87324,1.45,453.75
87332,2.4,1850.0
87388,1.45,840.0
87486,1.45,603.33
87516,1.8,601.67
87573,1.45,1975.0
87578,1.45,1895.0
87599,1.45,450.0
87604,1.45,985.0
87605,1.45,1505.0
87633,1.45,660.0
87668,2.55,543.33
87674,4.0,980.0
87731,1.45,950.0
87765,1.45,1270.0
87768,2.4,1100.0
87770,1.45,456.25
87815,1.8,1765.0
87847,1.45,1125.0
87861,2.55,446.67
87865,1.8,1860.0
87867,1.45,495.0
87873,2.65,1725.0
87886,2.0,1790.0
87971,1.45,540.0
88027,1.45,1630.0
88041,1.45,905.0
88064,1.45,1510.0
88080,1.45,1430.0
88124,1.45,1170.0
88126,2.15,520.0
88148,1.45,441.67
88155,1.45,1590.0
88188,1.45,1860.0
88203,1.45,1145.0
88266,1.45,1555.0
88267,1.95,601.67
88283,1.45,1935.0
88284,1.45,835.0
88298,1.45,1645.0
88301,1.45,1505.0
88314,1.45,1405.0
88315,1.45,642.5
88363,1.45,570.0
88373,2.65,650.0
88390,1.45,992.5
88411,1.95,1270.0
88412,1.45,1530.0
88429,1.45,1260.0
88477,1.45,557.5
88540,1.45,952.5
88554,1.8,1595.0
88555,1.45,1245.0
88560,2.4,1760.0
88582,1.45,1700.0
88698,1.45,802.5
88700,2.2,1705.0
88706,1.95,1480.0
88709,1.45,1975.0
88729,2.4,1375.0
88746,1.45,630.0
88754,1.45,1205.0
88761,1.8,1620.0
88821,1.8,940.0
88837,1.45,1065.0
88859,1.45,581.67
88863,1.45,616.67
88873,1.95,453.33
88944,1.45,1900.0
88957,1.45,1085.0
88987,1.45,527.5
88992,1.5,1995.0
89050,1.8,1765.0
89064,1.5,1465.0
89073,1.95,1115.0
89112,1.45,1615.0
89140,1.45,960.0
89141,1.5,1585.0
89175,1.45,1780.0
89210,2.55,1935.0
89213,1.45,500.0
89294,1.45,470.0
89301,1.45,992.5
89393,1.45,1845.0
89399,1.5,453.33
89459,1.45,447.5
89461,1.45,1780.0
89478,3.0,1570.0
89485,1.45,1535.0
89487,1.95,1845.0
89525,1.45,1585.0
89530,1.8,1150.0
89542,1.45,602.5
89545,1.45,457.5
89603,2.0,1205.0
89625,2.4,463.75
89631,1.8,526.67
89637,1.45,1925.0
89638,1.45,647.5
89659,3.5,1685.0
89660,1.45,1315.0
89673,1.45,940.0
89728,1.45,795.0
89771,1.45,1400.0
89847,1.45,1525.0
89853,2.0,1480.0
89920,1.8,455.0
89944,1.45,655.0
89974,1.45,1855.0
89982,1.45,955.0
89993,2.25,493.75
90083,3.0,1025.0
90147,1.45,1425.0
90176,1.45,470.0
90330,1.45,585.0
90334,1.45,1320.0
90349,2.0,710.0
90352,1.8,446.67
90408,1.45,600.0
90435,1.45,1895.0
90448,2.4,485.0
90482,1.45,965.0
90502,1.45,1405.0
90505,1.45,1600.0
90550,1.8,576.67
90561,2.0,1460.0
90574,1.45,542.5
90601,1.45,860.0
90681,1.8,1765.0
90684,1.45,453.33
90689,2.15,1010.0
90711,1.8,545.0
90714,1.8,661.67
90715,1.45,496.25
90745,1.45,458.33
90751,1.45,1875.0
90781,2.0,1525.0
90783,1.45,1300.0
90830,1.95,880.0
90923,1.8,1120.0
90931,1.45,1905.0
90958,1.45,1395.0
91010,1.45,588.33
91055,1.45,1610.0
91069,1.8,1825.0
91091,1.45,1655.0
91134,1.45,1395.0
91145,1.45,1520.0
91172,1.45,1955.0
91174,1.45,1980.0
91186,1.45,1285.0
91230,1.45,1850.0
91238,1.45,645.0
91258,1.45,1730.0
91264,1.45,513.33
91268,1.45,455.0
91276,1.45,1560.0
91294,2.15,1440.0
91305,1.8,1990.0
91324,1.45,1345.0
91338,3.5,1820.0
91359,1.45,450.0
91393,1.8,602.5
